अद्य एव शुल्कं दातव्यं अस्ति	adya eva śulkaṃ dātavyaṃ asti	sent.
अद्य कक्ष्यां न स्वीकरोमि, इति सूचयतु	adya kakṣyāṃ na svīkaromi, iti sūcayatu	sent.
अद्य कतमा तिथिः ?	adya katamā tithiḥ ?	sentence
अद्य किञ्चित् उत्तमा (देहस्थितिः )	adya kiñcit uttamā (dehasthitiḥ )	sent.
अद्य किञ्चित्पूर्वं आगच्छन्ति वा?	adya kiñcitpūrvaṃ āgacchanti vā?	sent.
अद्य किञ्चित् शैत्यं अधिकम्	adya kiñcit śaityaṃ adhikam	sent.
अद्य किमपि न पठितवान् एव	adya kimapi na paṭhitavān eva	sent.
अद्य किम् करोति ?	adya kim karoti ?	sentence
अद्य कः पाकः?	adya kaḥ pākaḥ?	sent.
अद्य कः वारः ?	adya kaḥ vāraḥ ?	sentence
अद्य कः वासरः ?	adya kaḥ vāsaraḥ ?	sentence
अद्य ज्वरः कथं अस्ति?	adya jvaraḥ kathaṃ asti?	sent.
अद्यतन पत्रिकां ददातु	adyatana patrikāṃ dadātu	sent.
अद्यतन पाकः बहु सम्यक् अस्ति	adyatana pākaḥ bahu samyak asti	sent.
अद्य तिथिः द्वितीया	adya tithiḥ dvitīyā	sentence
अद्य तु विरामः	adya tu virāmaḥ	sent.
अद्य त्वम् कुत्र असि?	adya tvam kutra asi?	sent.
अद्य दिवा दशवादनात् चतुर्वादनपर्यन्तम्	adya divā daśavādanāt caturvādanaparyantam	phrase
अद्य निशि	adya niśi	phrase
अद्य प्रभाते	adya prabhāte	phrase
अद्य प्रभाते पञ्चवादने एकं चषकं काफीं एव पीतवान्	adya prabhāte pañcavādane ekaṃ caṣakaṃ kāphīṃ eva pītavān	sent.
अद्य प्रातराशः का?	adya prātarāśaḥ kā?	sent.
अद्य प्रातः आगतवती	adya prātaḥ āgatavatī	sentence
अद्य प्रातः आगतवान् वा?	adya prātaḥ āgatavān vā?	sent.
अद्य प्रातः आरभ्य बहु कार्याणि	adya prātaḥ ārabhya bahu kāryāṇi	sent.
अद्य भवतः कार्यक्रमः कः?	adya bhavataḥ kāryakramaḥ kaḥ?	sent.
अद्य भवतः मित्रं मार्गे मिलितः	adya bhavataḥ mitraṃ mārge militaḥ	sent.
अद्य भूरि भोजनम्	adya bhūri bhojanam	sent.
अद्य मधुरभक्ष्यं किम्?	adya madhurabhakṣyaṃ kim?	sent.
अद्य मध्याह्ने	adya madhyāhne	phrase
अद्य मांसं खादितव्यम्	adya māṃsaṃ khāditavyam	sent.
अद्य विरामः चेत् शरीराय न विरामः एव । अतः भवान् शीघ्रं गत्वा स्नानं करोतु कृपया	adya virāmaḥ cet śarīrāya na virāmaḥ eva | ataḥ bhavān śīghraṃ gatvā snānaṃ karotu kṛpayā	sent.
अद्य वृष्टिः भवति वा?	adya vṛṣṭiḥ bhavati vā?	sent.
अद्य शीघ्रम् आगच्छ	adya śīghram āgaccha	sentence
अद्य समग्रस्य गृहस्य मार्जनं मया करणीयम्	adya samagrasya gṛhasya mārjanaṃ mayā karaṇīyam	sent.
अद्य समवस्त्रेण गन्तव्यं वा?	adya samavastreṇa gantavyaṃ vā?	sent.
अद्य सायम्	adya sāyam	phrase
अद्य सोमवासरः	adya somavāsaraḥ	sent.
अद्य सः अत्र नास्ति किल	adya saḥ atra nāsti kila	sent.
अद्यैव गन्तव्यं वा?	adyaiva gantavyaṃ vā?	sent.
अधिकं जलं मा पिबतु, शीतं भवति	adhikaṃ jalaṃ mā pibatu, śītaṃ bhavati	sent.
अधिकं न ?	adhikaṃ na ?	sentence
अधिवेतनं लब्धं वा?	adhivetanaṃ labdhaṃ vā?	sent.
अधुना तु अतीव शीतलः	adhunā tu atīva śītalaḥ	sent.
अधः व्रजति	adhaḥ vrajati	sent.
अनुकल र च य	anukala ra ca ya	phrase
"अनुकल र च य , क से ख तक"	"anukala ra ca ya , ka se kha taka"	phrase
अनेन विधानेन	anena vidhānena	phrase
अनेन व्यञ्जनं करणीयं आसीत्	anena vyañjanaṃ karaṇīyaṃ āsīt	sent.
अन्तिमदिनाङ्कः कदा?	antimadināṅkaḥ kadā?	sent.
अन्तिम-समाचारः कः ?	antima-samācāraḥ kaḥ ?	sentence
अन्तं व्रजति	antaṃ vrajati	sent.
अन्तः आगच्छतु	antaḥ āgacchatu	sentence
अन्तः किम् अस्ति ?	antaḥ kim asti ?	sentence
अन्तः कोऽपि नास्ति वा?	antaḥ ko pi nāsti vā?	sent.
अन्ने केवलं पाषाणाः	anne kevalaṃ pāṣāṇāḥ	sent.
अन्नं तण्डुलतः आगच्छति	annaṃ taṇḍulataḥ āgacchati	sent.
अन्नं बहु उष्णम्	annaṃ bahu uṣṇam	sent.
अन्यच्च	anyacca	expr.
अन्यतः व्रजति	anyataḥ vrajati	sent.
अन्यत् कार्यं किमपि नास्ति	anyat kāryaṃ kimapi nāsti	sent.
अन्यत् किमपि कार्यम् नास्ति	anyat kimapi kāryam nāsti	sent.
अन्यत् किमपि नास्ति केवलं सारः	anyat kimapi nāsti kevalaṃ sāraḥ	sent.
अन्यत् किम् आवश्यकम् ?	anyat kim āvaśyakam ?	sent.
अन्यथा न चिन्तयतु	anyathā na cintayatu	sent.
अन्यथा बहु कष्टम्	anyathā bahu kaṣṭam	sent.
अन्यपार्श्वं गच्छ !	anyapārśvaṃ gaccha !	sentence
अन्यस्मिन् स्थाने	anyasmin sthāne	loc.
अन्या का ?	anyā kā ?	sentence
अन्येषां उपहासेनैव कालं यापयति	anyeṣāṃ upahāsenaiva kālaṃ yāpayati	sent.
अन्यं कः अपि न पृच्छतु	anyaṃ kaḥ api na pṛcchatu	sent.
अन्वेषणं पुनराधानं च	anveṣaṇaṃ punarādhānaṃ ca	phrase
अपघाते सः जीवितः इत्येव विशेषः	apaghāte saḥ jīvitaḥ ityeva viśeṣaḥ	sent.
अपरम् आनय !	aparam ānaya !	sent.
अपरं युतकं एवं नास्ति	aparaṃ yutakaṃ evaṃ nāsti	sent.
अपि अयं सुखी ?	api ayaṃ sukhī ?	sentence
अपि इदम् तदीयम्?	api idam tadīyam?	sentence
अपि इदम् नूतनम् घटी ?	api idam nūtanam ghaṭī ?	sent.
अपि इदम् पुस्तकम् मदीयम् न?	api idam pustakam madīyam na?	sentence
अपि इदं प्रसिद्धं सभागृहम्?	api idaṃ prasiddhaṃ sabhāgṛham?	sent.
अपि इदं मधुरम् ?	api idaṃ madhuram ?	sentence
अपि इमानि फलानि पक्वानि?	api imāni phalāni pakvāni?	sent.
अपि इमानै घटिकायन्त्रानि?	api imānai ghaṭikāyantrāni?	sent.
अपि इमी अविनीताः?	api imī avinītāḥ?	sent.
अपि इमी उत्तमः माणवकाः?	api imī uttamaḥ māṇavakāḥ?	sent.
अपि इयं न तव रत्नमाला?	api iyaṃ na tava ratnamālā?	sent.
अपि एषः नाम फलम् इच्छति?	api eṣaḥ nāma phalam icchati?	sent.
अपि कुशलम्?	api kuśalam?	sentence
अपि कुशली त्वम्?	api kuśalī tvam?	sent.
अपि तत् उष्णम् अस्ति ?	api tat uṣṇam asti ?	sentence
अपि तत् विशालम् ?	api tat viśālam ?	sentence
अपि ते सर्वे एकत्र एव सन्ति?	api te sarve ekatra eva santi?	sent.
अपि सत्यम् ?	api satyam ?	sentence
अपि सर्वं कुशलम् ?	api sarvaṃ kuśalam ?	sentence
अपि सः स्वस्थः ?	api saḥ svasthaḥ ?	sentence
अपूपम् अस्ति	apūpam asti	sent.
अपेहि !	apehi !	sent.
अप्रियवादिन्	apriyavādin	.a
अभिनन्दनम्	abhinandanam	phrase
अभ्यन्तरम् आगच्छ	abhyantaram āgaccha	sent.
अभ्यस्तम् एति	abhyastam eti	phrase
अमेरिकायुक्तप्रदेशाः	amerikāyuktapradeśāḥ	m.pl.
अम्ब, अत्र किञ्चित् परिवेषयतु	amba, atra kiñcit pariveṣayatu	sent.
अम्ब, अत्र किञ्चित् वेदना अस्ति	amba, atra kiñcit vedanā asti	sent.
अम्ब! अद्य कदा वा भोजनम्?	amba! adya kadā vā bhojanam?	sent.
अम्ब, एकं नवीनं युतकं आवश्यकम्	amba, ekaṃ navīnaṃ yutakaṃ āvaśyakam	sent.
अम्ब! किञ्चित् उपदंशं परिवेषयतु	amba! kiñcit upadaṃśaṃ pariveṣayatu	sent.
अम्ब, किञ्चित् सीवनं करोतु	amba, kiñcit sīvanaṃ karotu	sent.
अम्ब, तान् अन्यत्र पठितुं वदतु	amba, tān anyatra paṭhituṃ vadatu	sent.
अम्ब, बुभुक्षा भवति	amba, bubhukṣā bhavati	sent.
अम्ब, वेणीबन्धं करोतु, शालायाः विलम्बः भवति	amba, veṇībandhaṃ karotu, śālāyāḥ vilambaḥ bhavati	sent.
अये अत्र आगच्छतु!	aye atra āgacchatu!	sent.
अये, पादपथे आगच्छतु	aye, pādapathe āgacchatu	sent.
अयं कस्य अश्वः ?	ayaṃ kasya aśvaḥ ?	sent.
अयं न मम मार्जारः	ayaṃ na mama mārjāraḥ	sent.
अय्यो, घृतं एव न परिवेषितवती अहम्।	ayyo, ghṛtaṃ eva na pariveṣitavatī aham|	sent.
अय्यो! रक्तं स्रवति!	ayyo! raktaṃ sravati!	sent.
अरण्यम् क्रमणीयम् आसीत्	araṇyam kramaṇīyam āsīt	sent.
अरण्यं निकषा कुसुमानि रोहन्ति.	araṇyaṃ nikaṣā kusumāni rohanti.	sent.
अरे! दशवादनम्!	are! daśavādanam!	sent.
अरे! पादस्य / हस्तस्य किं अभवत्?	are! pādasya  /  hastasya kiṃ abhavat?	sent.
अर्चतु	arcatu	imperative
अर्जतु	arjatu	imperative
अर्थयताम्	arthayatām	imperative
अर्धक्रोशक-दुरे	ardhakrośaka-dure	phrase
अर्धघण्टाभ्यन्तरे आगच्छामि	ardhaghaṇṭābhyantare āgacchāmi	sent.
अर्ध-रात्र-वेलायाम्	ardha-rātra-velāyām	phrase
अर्धरात्रौ सिद्धार्थः जागरितः अभवत्	ardharātrau siddhārthaḥ jāgaritaḥ abhavat	sent.
अलम्	alam	sent.
अलम् क्रीडया	alam krīḍayā	sent.
अलम् विवादेन	alam vivādena	sent.
अलम् विस्तरेन	alam vistarena	sent.
अलं हसेन	alaṃ hasena	sent.
अवगतम् ?	avagatam ?	sent.
अवश्यम् एव	avaśyam eva	phrase
अवश्यं आगच्छामि	avaśyaṃ āgacchāmi	sent.
अवश्यं आगन्तव्यं, न विस्मर्तव्यम्	avaśyaṃ āgantavyaṃ, na vismartavyam	sent.
अवश्यं तत्रैव आगच्छामि	avaśyaṃ tatraiva āgacchāmi	sent.
अवश्यं मम गृहं आगन्तव्यम्	avaśyaṃ mama gṛhaṃ āgantavyam	sent.
अवश्यं सूचयामि	avaśyaṃ sūcayāmi	sent.
अवश्यं स्मृत्वा आनयन्तु	avaśyaṃ smṛtvā ānayantu	sent.
अवहितमनसा करणीयम्	avahitamanasā karaṇīyam	sent.
अविचक्षण	avicakṣaṇa	sent.
अशीति-भाग	aśīti-bhāga	phrase
अशेषदेशस्य अनेकेषु भागेषु घर्मादित्यं प्रवर्तति	aśeṣadeśasya anekeṣu bhāgeṣu gharmādityaṃ pravartati	sent.
अष्ट पर्णानि सन्ति	aṣṭa parṇāni santi	sent.
अष्टादश दश षडशीतिः	aṣṭādaśa daśa ṣaḍaśītiḥ	sent.
असम्बद्धं मा प्रलपतु	asambaddhaṃ mā pralapatu	sent.
असीमः आनन्दः	asīmaḥ ānandaḥ	phrase
अस्ति किल ?	asti kila ?	sent.
अस्तु	astu	sent.
अस्तु, एकक्षणं तिष्ठतु	astu, ekakṣaṇaṃ tiṣṭhatu	sent.
अस्तु, परिवेषणं करोमि	astu, pariveṣaṇaṃ karomi	sent.
अस्तु, परिशीलयामः	astu, pariśīlayāmaḥ	sent.
अस्तु , पिबामः	astu , pibāmaḥ	sent.
अस्तु, पुनः पश्यामः	astu, punaḥ paśyāmaḥ	sent.
अस्तु वा?	astu vā?	expr.
अस्तु, श्वः पुनः दूरवाणीं करोमि	astu, śvaḥ punaḥ dūravāṇīṃ karomi	sent.
अस्तु, स्वीकरोतु	astu, svīkarotu	sent.
अस्मत् गृहे एकैकस्य एकैका रुचिः	asmat gṛhe ekaikasya ekaikā ruciḥ	sent.
अस्माकम् देशः	asmākam deśaḥ	phrase
अस्माकं गणे सर्वेऽपि उत्तीर्णाः	asmākaṃ gaṇe sarve pi uttīrṇāḥ	sent.
अस्माकं गृहम्	asmākaṃ gṛham	phrase
अस्माकं गृहम् अस्मभ्यं निर्मितम्, न तु अन्येन	asmākaṃ gṛham asmabhyaṃ nirmitam, na tu anyena	sent.
अस्माकं गृहे सर्वे अस्वस्थाः	asmākaṃ gṛhe sarve asvasthāḥ	sent.
अस्माकं मिलनानन्तरं बहु कालः अतीतः	asmākaṃ milanānantaraṃ bahu kālaḥ atītaḥ	sent.
अस्मिन्	asmin	loc.
अस्मिन् एव प्रकरणे	asmin eva prakaraṇe	phrase
अस्मिन् जन्मनि	asmin janmani	phrase
अस्मिन् पक्षे	asmin pakṣe	phrase
अस्मिन् मार्गे	asmin mārge	phrase
अस्मिन् मासे	asmin māse	phrase
अस्मिन् मासे कति विरामः?	asmin māse kati virāmaḥ?	sent.
अस्मिन् वर्षे	asmin varṣe	phrase
अस्मिन् वर्षे फलितांशः कथम्?	asmin varṣe phalitāṃśaḥ katham?	sent.
अस्मिन् विषये अनन्तरं वदामि	asmin viṣaye anantaraṃ vadāmi	sent.
अस्मिन् विषये पुनः अपि चिन्तयामि	asmin viṣaye punaḥ api cintayāmi	sent.
अस्मिन् सप्ताहे	asmin saptāhe	phrase
अस्य अनुच्छेदस्य अन्ते समापयामः	asya anucchedasya ante samāpayāmaḥ	sent.
अस्य किं कारणम्?	asya kiṃ kāraṇam?	sent.
अस्य कः अर्थः ?	asya kaḥ arthaḥ ?	sent.
अस्य जतुलेपं कारयन्तु	asya jatulepaṃ kārayantu	sent.
अस्य द्वितकम् आनय!	asya dvitakam ānaya!	sent.
अस्य प्रकोष्ठस्य भाटकम्	asya prakoṣṭhasya bhāṭakam	phrase
अस्य प्रकोष्ठस्य वस्नः	asya prakoṣṭhasya vasnaḥ	phrase
अस्य प्रश्नस्य उत्तरम् ...	asya praśnasya uttaram ...	phrase
अस्य मूल्यम् एकं रूप्यकम्	asya mūlyam ekaṃ rūpyakam	sent.
अस्य मूल्यं कियत् ?	asya mūlyaṃ kiyat ?	sent.
अस्य रुचिं पश्यतु	asya ruciṃ paśyatu	sent.
अस्यां शताब्द्याम्	asyāṃ śatābdyām	phrase
अस्यां सहस्राब्द्याम्	asyāṃ sahasrābdyām	phrase
अस्याः नाम किम् ?	asyāḥ nāma kim ?	sent.
अस्याः शाटिकायाः अनुरूपः चोलः न लब्धः	asyāḥ śāṭikāyāḥ anurūpaḥ colaḥ na labdhaḥ	sent.
अस्वस्थः अपि आगतवान्	asvasthaḥ api āgatavān	sent.
अहमपि भवता सह आगच्छामि वा?	ahamapi bhavatā saha āgacchāmi vā?	sent.
अहमेव भवतीम् आह्वयितुम् शक्नोमि कृपया सूचयतु	ahameva bhavatīm āhvayitum śaknomi kṛpayā sūcayatu	sent.
अहम् अद्य अशोक वसतिगृहे अस्मि.	aham adya aśoka vasatigṛhe asmi.	sent.
अहम् अध्यापकः	aham adhyāpakaḥ	sent.
अहम् अध्यापिका अस्मि	aham adhyāpikā asmi	sent.
अहम् अपि एकां क्रेतुम् इच्छामि	aham api ekāṃ kretum icchāmi	sent.
अहम् अपि छात्रः	aham api chātraḥ	sent.
अहम् अष्टवादने प्रत्यागच्छामि	aham aṣṭavādane pratyāgacchāmi	sent.
अहम् अस्मि	aham asmi	sent.
अहम् आपणम् गच्छामि	aham āpaṇam gacchāmi	sent.
अहम् ईक्षे	aham īkṣe	sent.
अहम् उद्यानपर्यन्तम् अटामि	aham udyānaparyantam aṭāmi	sent.
अहम् कः ?	aham kaḥ ?	sent.
अहम् तां किमपि न वदामि । प्रयोजनम् किम् ?	aham tāṃ kimapi na vadāmi | prayojanam kim ?	sent.
अहम् न शक्नोमि	aham na śaknomi	sent.
अहम् पत्रम् अलिखम्	aham patram alikham	sent.
अहम् पुनः सूचयिष्यामि	aham punaḥ sūcayiṣyāmi	sent.
अहम् पुष्पम् अजिघ्रम्	aham puṣpam ajighram	sent.
अहम् मन्ये	aham manye	sent.
अहम् वृद्धः.	aham vṛddhaḥ.	sent.
अहम् शङ्के	aham śaṅke	sent.
अहम् सम्यक् अस्मि	aham samyak asmi	phrase
अहम् सायङ्काले अटामि	aham sāyaṅkāle aṭāmi	sent.
अहो	aho	phrase
अहो आपणात् बहिः एव छत्रं विस्मृतवती । इदानीम् एव दूरवाण्या आपनकः आहूतव्यः	aho āpaṇāt bahiḥ eva chatraṃ vismṛtavatī  | idānīm eva dūravāṇyā āpanakaḥ āhūtavyaḥ	sent.
अहो तत्तु सामान्यम्	aho tattu sāmānyam	sent.
अहो बत	aho bata	sent.
अहो! सा सर्वं दृष्टवती इत्येव मम मतः	aho! sā sarvaṃ dṛṣṭavatī ityeva mama mataḥ	sent.
अहो, सः तस्य भार्यायाः परः किम्?	aho, saḥ tasya bhāryāyāḥ paraḥ kim?	sent.
अहं अध्यापकः अस्मि	ahaṃ adhyāpakaḥ asmi	sent.
अहं अन्यद् उक्तवान्, भवान् अन्यद् गृहीतवान्	ahaṃ anyad uktavān, bhavān anyad gṛhītavān	sent.
अहं आगामिवर्षे करिष्यामि .	ahaṃ āgāmivarṣe kariṣyāmi .	sent.
अहं इदानीं एव आगतवान्	ahaṃ idānīṃ eva āgatavān	sent.
अहं कथं वदामि	ahaṃ kathaṃ vadāmi	sent.
अहं कलां पठामि	ahaṃ kalāṃ paṭhāmi	sent.
अहं कार्यव्यग्रः	ahaṃ kāryavyagraḥ	sent.
अहं कार्यालयं गच्छामि	ahaṃ kāryālayaṃ gacchāmi	sent.
अहं किमर्थं असत्यं वदामि?	ahaṃ kimarthaṃ asatyaṃ vadāmi?	sent.
अहं किं करोमि?	ahaṃ kiṃ karomi?	sent.
अहं किं करोमि भोः?	ahaṃ kiṃ karomi bhoḥ?	sent.
अहं कुशली / कुशलिनी अस्मि	ahaṃ kuśalī / kuśalinī asmi	sent.
अहं कृष्णः	ahaṃ kṛṣṇaḥ	sent.
अहं गन्तुं न शक्नोमि	ahaṃ gantuṃ na śaknomi	sent.
अहं गृहतः आगच्छामि	ahaṃ gṛhataḥ āgacchāmi	sent.
अहं गृहे एव त्यक्त्वा आगतवान्	ahaṃ gṛhe eva tyaktvā āgatavān	sent.
अहं चत्वारि पत्राणि प्रेषितवान् किन्तु उत्तरम् एकम् अपि न आगतम्	ahaṃ catvāri patrāṇi preṣitavān kintu uttaram ekam api na āgatam	sent.
अहं चित्रम् अपश्यम्	ahaṃ citram apaśyam	sent.
अहं जैनः । सूर्यास्तमनानन्तरम् अहं न खादामि	ahaṃ jainaḥ | sūryāstamanānantaram ahaṃ na khādāmi	sent.
अहं तद्दिने वर्गं न आगतवान् आसम्	ahaṃ taddine vargaṃ na āgatavān āsam	sent.
अहं तावदपि न जानामि वा?	ahaṃ tāvadapi na jānāmi vā?	sent.
अहं तुष्टः अस्मि	ahaṃ tuṣṭaḥ asmi	sent.
अहं त्वां नमस्कारोमि	ahaṃ tvāṃ namaskāromi	sent.
अहं दशवादने प्रत्यागच्छामि	ahaṃ daśavādane pratyāgacchāmi	sent.
अहं न जानामि	ahaṃ na jānāmi	sent.
अहं न जानामि, अन्यं पृच्छतु	ahaṃ na jānāmi, anyaṃ pṛcchatu	sent.
अहं निमेषद्वयस्य अनन्तरं चायकषायं शोधन्या शोधितवान्	ahaṃ nimeṣadvayasya anantaraṃ cāyakaṣāyaṃ śodhanyā śodhitavān	sent.
अहं नूतनशाटिकां क्रीतवती	ahaṃ nūtanaśāṭikāṃ krītavatī	sent.
अहं पञ्चम कक्ष्यायां पठामि	ahaṃ pañcama kakṣyāyāṃ paṭhāmi	sent.
अहं पादाभ्यां गच्छामि	ahaṃ pādābhyāṃ gacchāmi	sent.
अहं पुनः सूचयामि	ahaṃ  punaḥ sūcayāmi	sent.
अहं पृच्छामि चेत् सः उत्थास्यति	ahaṃ pṛcchāmi cet saḥ utthāsyati	sent.
अहं प्रथमश्रेण्यां उत्तीर्णः	ahaṃ prathamaśreṇyāṃ uttīrṇaḥ	sent.
अहं प्रातः इडलीं खादामि	ahaṃ prātaḥ iḍalīṃ khādāmi	sent.
अहं भवतः पार्श्वे उपविशामि	ahaṃ bhavataḥ pārśve upaviśāmi	sent.
अहं मातृगृहं गतवती	ahaṃ mātṛgṛhaṃ gatavatī	sent.
अहं यन्त्राकारे कार्यं करोमि	ahaṃ yantrākāre kāryaṃ karomi	sent.
अहं यात्रपत्रं क्रीणामि	ahaṃ yātrapatraṃ krīṇāmi	sent.
अहं रामः.	ahaṃ rāmaḥ.	sent.
अहं रोटिकां न खादामि	ahaṃ roṭikāṃ na khādāmi	sent.
अहं वाणिज्यशास्त्रं पठामि.	ahaṃ vāṇijyaśāstraṃ paṭhāmi.	sent.
अहं विज्ञानं पठामि	ahaṃ vijñānaṃ paṭhāmi	sent.
अहं विपणिं गच्छामि	ahaṃ vipaṇiṃ gacchāmi	sent.
अहं विषयम् अस्मरम्	ahaṃ viṣayam asmaram	sent.
अहं विस्मृतवान्, क्षम्यताम्	ahaṃ vismṛtavān, kṣamyatām	sent.
अहं शालातः, गृहतः, आगच्छामि	ahaṃ śālātaḥ, gṛhataḥ, āgacchāmi	sent.
अहं शीघ्रं प्रत्यागमिष्यामि	ahaṃ śīghraṃ pratyāgamiṣyāmi	sent.
अहं षिकागो-नगरस्य निवासि	ahaṃ ṣikāgo-nagarasya nivāsi	sent.
अहं सप्तवादने प्रतिदिनं कार्यालयात् आगछ्छामि	ahaṃ saptavādane pratidinaṃ kāryālayāt āgachchāmi	sent.
अहं सम्यक् न जानामि	ahaṃ samyak na jānāmi	sent.
अहं सर्वं व्यवस्थितं स्थापयितुं, सः व्यस्तं कर्तुम्	ahaṃ sarvaṃ vyavasthitaṃ sthāpayituṃ, saḥ vyastaṃ kartum	sent.
आकाशवाणीं चालयतु	ākāśavāṇīṃ cālayatu	sent.
आकाशवाणीं योजयतु	ākāśavāṇīṃ yojayatu	sent.
आकाशं पश्य	ākāśaṃ paśya	phrase
आगच्छ	āgaccha	sent.
आगच्छ !	āgaccha !	sent.
आगच्छति खलु ?	āgacchati khalu ?	sent.
आगच्छतु	āgacchatu	sent.
आगच्छतु, किञ्चित् काफीं पिबामः	āgacchatu, kiñcit kāphīṃ pibāmaḥ	sent.
आगच्छतु भोः, क्रीडामः	āgacchatu bhoḥ, krīḍāmaḥ	sent.
आगच्छतु भोः, गृहं गच्छामः	āgacchatu bhoḥ, gṛhaṃ gacchāmaḥ	sent.
आगच्छन्तु	āgacchantu	sent.
आगच्छामि	āgacchāmi	phrase
आगन्तव्यं भोः	āgantavyaṃ bhoḥ	sent.
आगामिअपराह्णे	āgāmiaparāhṇe	phrase
आगामि-चतुर्दश्याम्	āgāmi-caturdaśyām	phrase
आगामि-जन्मनि	āgāmi-janmani	phrase
आगामि-दुर्गापूजायाम्	āgāmi-durgāpūjāyām	phrase
आगामि-पूर्णिमायाम्	āgāmi-pūrṇimāyām	phrase
आगामि-प्रभातए	āgāmi-prabhātae	phrase
आगामि-मासे	āgāmi-māse	phrase
आगामि रविवासरे अहं क्रीडिष्यामि	āgāmi ravivāsare ahaṃ krīḍiṣyāmi	sent.
आगामि-रात्रौ	āgāmi-rātrau	phrase
आगामि-वर्षे	āgāmi-varṣe	phrase
आगामि-शताब्द्याम्	āgāmi-śatābdyām	phrase
आगामि-सप्ताहे	āgāmi-saptāhe	phrase
आगामिसप्ताहे गमिष्यामि	āgāmisaptāhe gamiṣyāmi	sent.
आगामि सप्ताहे मां पश्यतु	āgāmi saptāhe māṃ paśyatu	sent.
आगामि-सहस्राब्द्याम्	āgāmi-sahasrābdyām	phrase
आगामि-सोमवारे	āgāmi-somavāre	phrase
आङ्कयत्	āṅkayat	imperfect
आटत्	āṭat	imperfect
आत्मना-त्रितीय	ātmanā-tritīya	phrase
आत्मना-द्वितीय	ātmanā-dvitīya	phrase
आत्मना निर्वोढव्यानि महाकार्याणि कानि सन्ति इति किं भवान् विस्मृतवान् ?	ātmanā nirvoḍhavyāni mahākāryāṇi kāni santi iti kiṃ bhavān vismṛtavān ?	sent.
आत्मानं विद्धि	ātmānaṃ viddhi	sent.
आददि	ādadi	a.
आनय !	ānaya !	sent.
आपणतः आनीतानि सस्यानि कुत्र आरोपयामि ?	āpaṇataḥ ānītāni sasyāni kutra āropayāmi ?	sent.
आप्नोत्	āpnot	imperfect
आम् , अयं प्रकोष्ठः मदीयः	ām , ayaṃ prakoṣṭhaḥ madīyaḥ	sent.
आम्, अहम् कुशली.	ām, aham kuśalī.	sentence
आम्, इदम् अधिकं प्रसिद्धम्	ām, idam adhikaṃ prasiddham	sent.
आम्, इदम् बहु प्रसिद्धम्	ām, idam bahu prasiddham	sent.
